attempt,diagnostic_exit_idx,divergence_missing_reason,divergence_signal_date,edge_rank,entry_adv_dollars,entry_date,entry_day_stop,entry_idx,entry_price,estimated_cost_drag_pct,exit_date,exit_price,exit_reason,gross_excess_vs_spy_pct,gross_return_pct,highest_close,hold_sessions,initial_stop,ma50_20_sessions_ago,ma50_missing_reason,ma50_period,ma50_signal_date,ma50_slope_pct,ma50_slope_sessions,ma50_value,matched_spy_return_pct,model_exit_idx,net_excess_vs_spy_pct,net_return_pct,pattern_stop,pivot,positive_ma50_slope,positive_relative_ma50_slope,positive_relative_ma_slope,positive_rs_divergence,relative_divergence_pct,relative_ma50_missing_reason,relative_ma50_period,relative_ma50_signal_date,relative_ma50_slope_pct,relative_ma50_slope_sessions,relative_ma_missing_reason,relative_ma_period,relative_ma_signal_date,relative_ma_slope_pct,relative_ma_slope_sessions,rs_divergence_lookback,sector,shares,signal_close,signal_date,spy_lookback_return_pct,spy_ma50_20_sessions_ago,spy_ma50_slope_pct,spy_ma50_value,spy_ma_20_sessions_ago,spy_ma_slope_pct,spy_ma_value,stock_lookback_return_pct,stock_ma50_20_sessions_ago,stock_ma50_slope_pct,stock_ma50_value,stock_ma_20_sessions_ago,stock_ma_slope_pct,stock_ma_value,stock_signal_close,stop,symbol
1,,,,84.82276335909434,375417631.14,2016-07-05,False,505,10.0071,0.2184287693275362,2016-07-20,10.8768,trailing_stop,4.743527098364785,8.908428769327536,11.8344,11,9.1973,,,,,,,,4.164901670962751,,4.525098329037249,8.69,0.0,,,,True,,,,,,,,,60,2016-07-01,2.3227633590943375,20,,Materials,999,,2016-07-01,,,,,174.76070166666662,0.8043503601939728,176.16638999999995,,,,,9.79710666666668,3.1271137192883103,10.103473333333325,10.2222,10.887648,FCX
1,,,,85.33936243537302,12828210123.4,2016-07-20,False,516,5076.8418,0.19636379490412414,2016-08-03,4875.4995,trailing_stop,-3.354428352195016,-3.773636205095876,5358.8501,10,4666.0284,,,,,,,,-0.41920785290086027,,-3.55079214709914,-3.97,0.0,,,,True,,,,,,,,,60,2016-07-19,2.8393624353730162,20,,Unknown,2,,2016-07-19,,,,,175.8628766666666,0.7738671320495216,177.22382166666674,,,,,4634.7685233332995,3.613229567422538,4802.233349999971,5071.77,4930.142092,HAR
1,,,,82.75216790679832,48105165.05,2016-07-06,False,506,50.5363,0.1927249538467386,2016-08-17,48.1772,trailing_stop,-8.631625402917964,-4.477275046153261,52.4189,30,46.4469,,,,,,,,4.154350356764702,,-8.824350356764702,-4.67,0.0,,,,True,,,,,,,,,60,2016-07-05,0.25216790679831735,20,,Unknown,198,,2016-07-05,,,,,174.94195999999985,0.7402226429841452,176.2369200000001,,,,,45.22950499999994,0.9923905497824625,45.67835833333332,50.6143,48.225388,MAC
1,,,,84.05198733490269,138855544.65,2016-07-05,False,505,87.1971,0.21247325565550668,2016-08-31,94.509,trailing_stop,4.298437348883333,8.602473255655507,102.83,41,80.1412,,,,,,,,4.3040359067721745,,4.085964093227826,8.39,0.0,,,,True,,,,,,,,,60,2016-07-01,1.5519873349026936,20,,Health Care,114,,2016-07-01,,,,,174.76070166666662,0.8043503601939728,176.16638999999995,,,,,84.57333333333324,2.3563376950966664,86.56616666666632,87.74,94.6036,VRTX
1,,,,83.67454576013556,224391125.4,2016-07-05,False,505,144.1697,0.20217332152393963,2016-09-09,142.5179,trailing_stop,-3.2845495546229397,-0.9478266784760603,155.0658,47,132.5036,,,,,,,,2.3367228761468795,,-3.4867228761468794,-1.15,0.0,,,,True,,,,,,,,,60,2016-07-01,1.1745457601355591,20,,Health Care,68,,2016-07-01,,,,,174.76070166666662,0.8043503601939728,176.16638999999995,,,,,140.93395999999981,1.9788961203295319,143.72289666666657,145.0268,142.660536,TMO
1,,,,82.75581989418855,142572034.67,2016-08-03,False,526,51.9579,0.18740934699265122,2016-09-09,49.7008,trailing_stop,-2.811093463292713,-4.152590653007349,54.0767,26,47.7535,,,,,,,,-1.3414971897146355,,-2.9985028102853644,-4.34,0.0,,,,True,,,,,,,,,60,2016-08-02,0.255819894188547,20,,Information Technology,203,,2016-08-02,,,,,176.2369200000001,1.4229141090297492,178.7446199999996,,,,,47.1175500000003,1.6787340032182962,47.908528333333685,52.0635,49.750564000000004,ADI
1,,,,82.50895003724837,197172765.42,2016-07-05,False,505,35.6121,0.1853821626951433,2016-10-04,33.1474,trailing_stop,-10.263445099052959,-6.734617837304857,36.0658,64,32.7304,,,,,,,,3.528827261748102,,-10.448827261748102,-6.92,0.0,,,,True,,,,,,,,,60,2016-07-01,0.008950037248367515,20,,Utilities,278,,2016-07-01,,,,,174.76070166666662,0.8043503601939728,176.16638999999995,,,,,32.84292833333326,0.8133003974423403,33.11003999999996,35.5963,33.180536000000004,SO
1,,,,82.60059042491002,161418705.03,2016-07-06,False,506,50.9462,0.18117831832090392,2016-10-04,47.0571,trailing_stop,-10.36044493726126,-7.448821681679096,51.2002,63,46.8237,,,,,,,,2.911623255582163,,-10.541623255582163,-7.63,0.0,,,,True,,,,,,,,,60,2016-07-05,0.10059042491001868,20,,Utilities,196,,2016-07-05,,,,,174.94195999999985,0.7402226429841452,176.2369200000001,,,,,46.465738333333256,0.8408130678941639,46.85642833333343,50.8953,47.104184000000004,D
1,,,,85.21151096262531,3019.28,2016-10-04,False,558,0.1401,0.22715922917919337,2016-10-07,0.1399,trailing_stop,-0.11053124532718339,0.05715922917919336,0.16,3,0.1288,,,,,,,,0.16769047450637675,,-0.3376904745063768,-0.17,0.0,,,,True,,,,,,,,,60,2016-10-03,2.7115109626253187,20,,Unknown,215,,2016-10-03,,,,,182.22953500000028,1.3418223707076349,184.6747316666668,,,,,0.15625000000000047,4.0533333333329535,0.16258333333333325,0.185,0.1472,COL
1,,,,82.69929908219383,33393886.23,2016-08-17,False,536,12.1877,0.19922113946696163,2016-10-13,11.9954,trailing_stop,0.580993169417976,-1.3807788605330384,13.1007,40,11.2015,,,,,,,,-1.9617720299510144,,0.38177202995101434,-1.58,0.0,,,,True,,,,,,,,,60,2016-08-16,0.19929908219382675,20,,Communication Services,828,,2016-08-16,,,,,177.22382166666674,1.90799876762211,180.60524999999956,,,,,10.551190000000043,2.1072978498159367,10.773535000000038,12.1666,12.052644,NWSA
1,,,,82.78621437221278,207280302.33,2016-09-09,False,552,68.2506,0.19479857448266724,2016-10-25,65.3725,trailing_stop,-4.949766045687342,-4.0252014255173325,71.1282,32,62.7278,,,,,,,,0.9245646201700097,,-5.1445646201700095,-4.22,0.0,,,,True,,,,,,,,,60,2016-09-08,0.28621437221278967,20,,Health Care,149,,2016-09-08,,,,,179.76835166666618,1.6679011102544328,182.76671000000061,,,,,66.12215833333345,1.9541154824672224,67.4142616666666,68.4136,65.43794400000002,LLY
1,,,,84.53208535629338,87660169.84,2016-07-05,False,505,85.3813,0.2028254146584354,2016-10-27,87.795,trailing_stop,0.23217154007977303,3.0328254146584355,95.5249,81,78.4723,,,,,,,,2.8006538745786624,,0.029346125421337632,2.83,0.0,,,,True,,,,,,,,,60,2016-07-01,2.0320853562933783,20,,Industrials,116,,2016-07-01,,,,,174.76070166666662,0.8043503601939728,176.16638999999995,,,,,82.71266833333344,2.836435716487351,85.05875999999984,85.7848,87.882908,SWK
1,,,,84.48607236479793,182333296.64,2016-07-06,False,506,44.6244,0.20698159718863085,2016-11-01,46.1817,trailing_stop,2.544684534233088,3.696981597188631,50.2478,83,41.0134,,,,,,,,1.152297062955543,,2.3377029370444573,3.49,0.0,,,,True,,,,,,,,,60,2016-07-05,1.9860723647979306,20,,Financials,224,,2016-07-05,,,,,174.94195999999985,0.7402226429841452,176.2369200000001,,,,,43.42975833333336,2.726295007782076,44.613781666666846,44.8774,46.227976,ICE
1,,,,85.67616903523921,49164491.42,2016-10-13,False,576,44.0994,0.18569896849140655,2016-11-01,40.5149,trailing_stop,-7.005340846425468,-7.944301031508594,44.082,13,40.5309,,,,,,,,-0.9389601850831264,,-7.191039814916874,-8.13,0.0,,,,True,,,,,,,,,60,2016-10-12,3.176169035239207,20,,Industrials,31,,2016-10-12,,,,,183.15943500000066,0.8931926802820067,184.79540166666655,,,,,42.46857666666668,4.069361715521214,44.196776666666786,44.4814,40.555440000000004,XYL
1,,,,87.43170714504612,189842380.13,2016-10-04,False,569,30.6115,0.19931277585343743,2016-11-02,30.2599,trailing_stop,1.350404777093972,-0.9506872241465625,32.9241,21,28.1344,,,,,,,,-2.3010920012405345,,1.1510920012405346,-1.15,0.0,,,,True,,,,,,,,,60,2016-10-03,4.931707145046116,20,,Energy,340,,2016-10-03,,,,,182.294926666667,1.3388798276667613,184.73563666666692,,,,,28.497491666666612,6.270586972712877,30.28445166666655,30.4693,30.290172000000005,MPC
1,,,,89.96019703780694,125852607.65,2016-10-27,False,586,23.7517,0.1804027486860278,2016-11-03,21.808,trailing_stop,-5.9401808074347695,-7.999597251313972,23.0299,5,21.8298,,,,,,,,-2.059416443879203,,-6.120583556120797,-8.18,0.0,,,,True,,,,,,,,,60,2016-10-26,7.460197037806937,20,,Information Technology,428,,2016-10-26,,,,,184.4774366666672,0.0265678380792167,184.5264483333335,,,,,21.53927666666659,7.486764875886154,23.151871666666526,23.3857,21.8298,STX
1,,,,85.93309499964674,157148330.05,2016-10-07,False,572,54.8304,0.1833954226192045,2016-11-10,51.4504,trailing_stop,-6.850807181194385,-5.976604577380796,55.9803,24,50.3936,,,,,,,,0.8742026038135897,,-7.03420260381359,-6.16,0.0,,,,True,,,,,,,,,60,2016-10-06,3.4330949996467464,20,,Consumer Staples,147,,2016-10-06,,,,,182.76671000000061,1.124546514333069,184.82200666666685,,,,,55.025865000000216,4.557641513979815,57.533746666666715,57.8066,51.501876,TSN
1,,,,83.44470730579373,71771178.21,2016-08-31,False,546,32.4378,0.20301507902907234,2016-11-11,32.62,trailing_stop,0.7017731312111142,0.7630150790290724,35.7629,51,29.813,,,,,,,,0.06124194781795822,,0.49875805218204183,0.56,0.0,,,,True,,,,,,,,,60,2016-08-30,0.9447073057937239,20,,Consumer Staples,323,,2016-08-30,,,,,178.7446199999996,1.825003180515683,182.00671500000027,,,,,31.286603333333126,2.769710486309407,32.15315166666648,32.383,32.901868,ADM
